,xcenter,ycenter,width,height,confidence,class,name,frame
0,368.59515380859375,292.7563171386719,245.77818298339844,105.6396484375,0.9148404598236084,2,car,1
1,193.10513305664062,412.0893249511719,149.8909149169922,128.42303466796875,0.8214243650436401,2,car,1
2,693.2039184570312,293.3805236816406,289.8826904296875,109.64715576171875,0.7975921630859375,2,car,1
3,456.0687255859375,222.952880859375,140.3404541015625,61.13313293457031,0.7750638127326965,2,car,1
4,163.79974365234375,268.7492370605469,123.00495147705078,82.05168151855469,0.6517711877822876,2,car,1
5,150.29222106933594,305.58453369140625,84.5178451538086,53.21771240234375,0.630113422870636,3,motorcycle,1
6,930.6428833007812,241.96820068359375,29.594970703125,60.42608642578125,0.6290737986564636,0,person,1
7,1001.2906494140625,198.7609405517578,107.066162109375,44.111175537109375,0.6249778270721436,2,car,1
0,368.81121826171875,292.75726318359375,244.28228759765625,106.42716979980469,0.9177270531654358,2,car,2
1,699.4923095703125,292.4211120605469,286.6888427734375,111.76409912109375,0.7983978390693665,2,car,2
2,455.5570373535156,222.75234985351562,140.75347900390625,61.76911926269531,0.7804877758026123,2,car,2
3,195.71212768554688,410.08758544921875,155.82122802734375,128.5001220703125,0.7547526359558105,2,car,2
4,164.63095092773438,267.29315185546875,121.26513671875,84.09706115722656,0.6969023942947388,2,car,2
5,1001.7637939453125,198.44308471679688,108.62939453125,43.5272216796875,0.6277097463607788,2,car,2
0,367.3173522949219,292.61749267578125,249.34197998046875,106.27442932128906,0.9197234511375427,2,car,3
1,701.3074340820312,294.31414794921875,278.3797607421875,110.63597106933594,0.819837749004364,2,car,3
2,455.8561096191406,222.6937255859375,139.65142822265625,61.62939453125,0.7621718645095825,2,car,3
3,198.42803955078125,409.48394775390625,160.9512939453125,127.56085205078125,0.6793950796127319,2,car,3
4,164.1144256591797,266.17437744140625,122.64004516601562,81.88006591796875,0.6473938226699829,2,car,3
5,1000.757080078125,198.7417755126953,111.38165283203125,43.86236572265625,0.6260370016098022,2,car,3
0,363.7130126953125,292.68756103515625,259.70538330078125,106.79974365234375,0.9118409156799316,2,car,4
1,703.9390869140625,293.0367126464844,278.572265625,108.51347351074219,0.8339834213256836,2,car,4
2,455.49664306640625,222.77874755859375,140.50430297851562,61.89283752441406,0.7754362225532532,2,car,4
3,162.31546020507812,265.42132568359375,129.079345703125,84.18408203125,0.6470149755477905,2,car,4
4,1002.255859375,198.802978515625,111.73345947265625,44.4219970703125,0.6351964473724365,2,car,4
0,362.9253234863281,292.4307861328125,265.46221923828125,106.8341064453125,0.9130222797393799,2,car,5
1,705.7037963867188,291.8179626464844,277.2122802734375,111.01214599609375,0.8463888168334961,2,car,5
2,202.802734375,403.0213623046875,183.3743896484375,137.893310546875,0.7769240736961365,2,car,5
3,455.74658203125,222.51211547851562,139.83261108398438,62.05720520019531,0.7413315773010254,2,car,5
4,999.9051513671875,200.4204559326172,116.84600830078125,47.73779296875,0.6343901753425598,2,car,5
0,366.37689208984375,292.68310546875,258.127197265625,106.88134765625,0.9104140996932983,2,car,6
1,206.8358612060547,401.7124938964844,184.57046508789062,137.38983154296875,0.8188936114311218,2,car,6
2,708.435302734375,292.2770690917969,276.2353515625,113.24183654785156,0.7736813426017761,2,car,6
3,455.8591003417969,222.40060424804688,139.60687255859375,61.71600341796875,0.7472975850105286,2,car,6
4,998.853515625,201.35595703125,122.31787109375,50.04522705078125,0.6641385555267334,2,car,6
0,367.0065612792969,292.79864501953125,262.34722900390625,107.75311279296875,0.9133570194244385,2,car,7
1,208.7973175048828,400.19500732421875,192.20986938476562,142.50372314453125,0.8003025650978088,2,car,7
2,711.9264526367188,290.4820556640625,276.048583984375,115.4970703125,0.7859721779823303,2,car,7
3,457.85894775390625,222.12734985351562,136.07861328125,61.0289306640625,0.7053444385528564,2,car,7
4,998.9537353515625,201.6611328125,127.85919189453125,51.55596923828125,0.6887096166610718,2,car,7
5,162.92202758789062,268.20941162109375,126.63375854492188,91.77500915527344,0.6719154119491577,2,car,7
0,364.4087829589844,292.61962890625,273.32440185546875,106.9449462890625,0.9090625643730164,2,car,8
1,717.60107421875,291.41632080078125,278.7977294921875,114.2877197265625,0.7982721924781799,2,car,8
