,xcenter,ycenter,width,height,confidence,class,name,frame
0,1119.92529296875,322.32659912109375,320.1492919921875,134.571044921875,0.901499330997467,2,car,1
0,1119.8785400390625,322.3763427734375,320.242919921875,134.509765625,0.9021293520927429,2,car,2
0,1109.70703125,323.5143737792969,340.58599853515625,133.9423828125,0.9029696583747864,2,car,3
0,1099.438720703125,324.2427978515625,361.1224365234375,135.6051025390625,0.8936930298805237,2,car,4
0,1088.7913818359375,324.81024169921875,382.14300537109375,132.697021484375,0.9050120711326599,2,car,5
0,1067.056640625,323.998779296875,383.50830078125,135.83575439453125,0.8860451579093933,2,car,6
0,1047.193359375,324.3761901855469,386.26470947265625,135.15484619140625,0.887809157371521,2,car,7
0,1025.0767822265625,325.32525634765625,387.83514404296875,136.2969970703125,0.9003324508666992,2,car,8
0,1001.5933837890625,325.42919921875,389.31512451171875,137.79486083984375,0.8766975998878479,2,car,9
0,976.9878540039062,325.56646728515625,377.2528076171875,134.269287109375,0.9051154851913452,2,car,10
0,955.504150390625,324.9779357910156,387.49371337890625,133.66314697265625,0.8933542370796204,2,car,11
0,930.238037109375,325.3751220703125,384.719970703125,136.1422119140625,0.8824720978736877,2,car,12
0,907.1337890625,325.575927734375,378.60400390625,133.74267578125,0.8954866528511047,2,car,13
0,859.065673828125,324.4556884765625,383.169921875,137.17724609375,0.874098002910614,2,car,14
0,836.8475952148438,323.55975341796875,385.9613037109375,135.16357421875,0.8855940103530884,2,car,15
0,812.1475219726562,324.34063720703125,389.5723876953125,137.367431640625,0.8885968327522278,2,car,16
0,789.93505859375,324.8662109375,387.9329833984375,136.08251953125,0.8949335217475891,2,car,17
0,764.6753540039062,324.7235107421875,395.4876708984375,134.5501708984375,0.8942654728889465,2,car,18
0,717.240966796875,325.12286376953125,385.439208984375,134.5640869140625,0.8901520371437073,2,car,19
0,692.1464233398438,325.8945007324219,391.1949768066406,136.8271484375,0.8991990685462952,2,car,20
0,667.0015869140625,325.3360290527344,386.126953125,135.94818115234375,0.8923912048339844,2,car,21
0,640.4652709960938,325.5329284667969,395.023193359375,135.347412109375,0.8990921974182129,2,car,22
0,596.1576538085938,322.7499694824219,384.458740234375,136.36334228515625,0.8994239568710327,2,car,23
0,543.31396484375,323.2856140136719,390.138916015625,138.78875732421875,0.8861279487609863,2,car,24
0,516.2216186523438,322.8468933105469,402.9058837890625,137.61773681640625,0.8932710886001587,2,car,25
0,491.65106201171875,323.72021484375,398.0145568847656,138.64837646484375,0.8752224445343018,2,car,26
0,469.9687805175781,321.6168212890625,397.65301513671875,138.82965087890625,0.899150013923645,2,car,27
0,444.5006408691406,321.7197570800781,402.74102783203125,140.119384765625,0.9059417247772217,2,car,28
0,393.1556396484375,321.3669738769531,409.1522216796875,139.5203857421875,0.9069252014160156,2,car,29
0,372.1728210449219,319.50164794921875,409.28460693359375,141.89959716796875,0.8856963515281677,2,car,30
0,342.6746520996094,319.38128662109375,417.63592529296875,141.74432373046875,0.8981195092201233,2,car,31
0,319.11865234375,319.3532409667969,414.4222412109375,141.635498046875,0.9006558060646057,2,car,32
0,294.94830322265625,317.97607421875,412.929443359375,140.88604736328125,0.8916569948196411,2,car,33
0,249.19943237304688,318.2498779296875,421.717529296875,142.147705078125,0.9008943438529968,2,car,34
0,224.48785400390625,319.2659912109375,414.72393798828125,140.9365234375,0.8963691592216492,2,car,35
