,xcenter,ycenter,width,height,confidence,class,name,frame
0,369.81982421875,290.5272216796875,247.92074584960938,106.8731689453125,0.8106191158294678,2,car,1
1,456.8333740234375,225.00779724121094,136.630615234375,60.255096435546875,0.7809130549430847,2,car,1
2,963.7728881835938,259.7400817871094,38.5491943359375,74.98115539550781,0.6934425234794617,0,person,1
3,188.89889526367188,412.4086608886719,143.71728515625,125.56396484375,0.6717617511749268,2,car,1
4,344.55841064453125,212.53900146484375,115.83975219726562,52.82380676269531,0.6298452615737915,2,car,1
5,959.0809936523438,286.4283142089844,38.9144287109375,45.13153076171875,0.6002928614616394,3,motorcycle,1
0,369.6390075683594,290.4593505859375,248.958251953125,107.30462646484375,0.7974995970726013,2,car,2
1,457.24456787109375,225.12384033203125,135.1025390625,60.0540771484375,0.7883926033973694,2,car,2
2,343.8563232421875,212.5115966796875,114.20654296875,53.15568542480469,0.6905378699302673,2,car,2
3,193.2930450439453,410.7452087402344,158.59115600585938,122.90179443359375,0.6550890207290649,2,car,2
4,963.810546875,260.0492248535156,36.73516845703125,75.95527648925781,0.6289318799972534,0,person,2
5,997.5730590820312,199.540771484375,112.9671630859375,44.7943115234375,0.612052857875824,2,car,2
0,455.85382080078125,224.75657653808594,138.4505615234375,60.885833740234375,0.7702394723892212,2,car,3
1,367.6340026855469,290.369384765625,251.577880859375,107.40861511230469,0.7679129838943481,2,car,3
2,965.9481811523438,259.8670959472656,35.7718505859375,76.7232666015625,0.6951680183410645,0,person,3
3,161.55003356933594,267.9230651855469,125.53787994384766,78.07478332519531,0.6561101078987122,2,car,3
4,344.4649658203125,212.4122772216797,115.90377807617188,53.6553955078125,0.6416083574295044,2,car,3
5,997.4407958984375,198.28433227539062,114.55255126953125,43.22444152832031,0.6188536882400513,2,car,3
0,454.53326416015625,224.564208984375,141.3829345703125,60.4254150390625,0.7800164222717285,2,car,4
1,367.9879150390625,290.42071533203125,259.9356384277344,108.09103393554688,0.7365108728408813,2,car,4
2,160.9638671875,267.5329284667969,128.047607421875,85.1981201171875,0.6771285533905029,2,car,4
3,997.8660888671875,199.37759399414062,112.59814453125,45.58341979980469,0.6488096714019775,2,car,4
4,965.9909057617188,259.79693603515625,32.5648193359375,76.62490844726562,0.6400871276855469,0,person,4
5,344.1613464355469,212.3430633544922,115.67633056640625,53.255950927734375,0.6374373435974121,2,car,4
0,454.22943115234375,224.56802368164062,142.2532958984375,59.57771301269531,0.7848663330078125,2,car,5
1,160.28726196289062,268.330322265625,128.97740173339844,80.218994140625,0.6651678681373596,2,car,5
2,935.2969970703125,244.37847900390625,35.90655517578125,68.52088928222656,0.6273773908615112,0,person,5
3,344.12115478515625,212.48025512695312,115.90628051757812,53.585205078125,0.6263588666915894,2,car,5
4,364.68426513671875,290.6822814941406,264.5078125,109.28746032714844,0.6163601279258728,2,car,5
5,995.5006713867188,201.8511962890625,119.0155029296875,49.6351318359375,0.6133824586868286,2,car,5
